"person_id","first_name","last_name","display_first_last","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag"
201178,"Kyrylo","Fesenko","Kyrylo Fesenko","Fesenko, Kyrylo","K. Fesenko","1986-12-24T00:00:00","Dnepropetrovsk, Ukraine","Ukraine","Cherkaski/Ukraine","7-1","280",4,"44","Center","Active",1610612754,"Pacers","IND","pacers","Indiana","kyrylo_fesenko","2007","2011","Y"
201180,"Sun","Yue","Sun Yue","Yue, Sun","S. Yue","1985-11-06T00:00:00","Cangzhou, China","US","China/US","6-9","205",0,"9","Guard","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","sun_yue","2008","2008","Y"
201181,"Chris","Richard","Chris Richard","Richard, Chris","C. Richard","1984-12-25T00:00:00","Florida","US","Florida/US","6-9","256",1,"35","Forward","Active",1610612741,"Bulls","CHI","bulls","Chicago","chris_richard","2007","2009","Y"
201182,"Derrick","Byars","Derrick Byars","Byars, Derrick","D. Byars","1984-04-25T00:00:00","Vanderbilt","USA","Vanderbilt/USA","6-7","220",0,"34","Guard-Forward","Active",1610612759,"Spurs","SAS","spurs","San Antonio","derrick_byars","2011","2011","Y"
201183,"Adam","Haluska","Adam Haluska","Haluska, Adam","A. Haluska","1983-11-16T00:00:00","Iowa"," ","Iowa/US","",NA,0,"","","Inactive",0,"","","","","adam_haluska",NA,NA,"Y"
201185,"Jared","Jordan","Jared Jordan","Jordan, Jared","J. Jordan","1984-10-14T00:00:00","Marist",NA,"Marist/US","",NA,0,"","","Inactive",0,"","","","","jared_jordan",NA,NA,"Y"
201186,"Stephane","Lasme","Stephane Lasme","Lasme, Stephane","S. Lasme","1982-12-17T00:00:00","Massachusetts","US","Massachusetts/US","6-8","215",0,"45","Forward","Active",1610612748,"Heat","MIA","heat","Miami","stephane_lasme","2007","2007","Y"
201187,"Dominic","McGuire","Dominic McGuire","McGuire, Dominic","D. McGuire","1985-10-20T00:00:00","Fresno State","USA","Fresno State/USA","",NA,0,"","","Inactive",0,"","","","","dominic_mcguire","2007","2012","Y"
201188,"Marc","Gasol","Marc Gasol","Gasol, Marc","M. Gasol","1985-01-29T00:00:00","Barcelona, Spain","Spain","FC Barcelona/Spain","7-1","265",6,"33","Center","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","marc_gasol","2008","2014","N"
201189,"Aaron","Gray","Aaron Gray","Gray, Aaron","A. Gray","1984-12-07T00:00:00","Pittsburgh","USA","Pittsburgh/USA","7-0","270",6,"33","Center","Active",1610612758,"Kings","SAC","kings","Sacramento","aaron_gray","2007","2013","N"
201191,"JamesOn","Curry","JamesOn Curry","Curry, JamesOn","J. Curry","1986-01-07T00:00:00","Oklahoma State","US","Oklahoma State/US","",NA,0,"","","Inactive",0,"","","","","jameson_curry","2007","2009","Y"
201192,"Taurean","Green","Taurean Green","Green, Taurean","T. Green","1986-11-28T00:00:00","Florida","US","Florida/US","6-0","177",0,"0","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","taurean_green","2007","2007","Y"
201193,"Demetris","Nichols","Demetris Nichols","Nichols, Demetris","D. Nichols","1984-09-04T00:00:00","Syracuse","US","Syracuse/US","",NA,0,"","","Inactive",0,"","","","","demetris_nichols","2007","2008","Y"
201195,"Herbert","Hill","Herbert Hill","Hill, Herbert","H. Hill","1984-10-01T00:00:00","Providence",NA,"Providence/US","6-10","240",0,"35","Forward-Center","Active",1610612755,"76ers","PHI","sixers","Philadelphia","herbert_hill","2007","2007","Y"
201196,"Ramon","Sessions","Ramon Sessions","Sessions, Ramon","R. Sessions","1986-04-11T00:00:00","Nevada-Reno","USA","Nevada-Reno/USA","6-3","190",7,"7","Guard","Active",1610612764,"Wizards","WAS","wizards","Washington","ramon_sessions","2007","2014","Y"
201197,"Sammy","Mejia","Sammy Mejia","Mejia, Sammy","S. Mejia","1983-02-07T00:00:00","DePaul",NA,"DePaul/US","",NA,0,"","","Inactive",0,"","","","","sammy_mejia",NA,NA,"Y"
201199,"DJ","Strawberry","DJ Strawberry","Strawberry, DJ","D. Strawberry","1985-06-15T00:00:00","Maryland","US","Maryland/US","6-5","201",0,"8","Guard","Active",1610612756,"Suns","PHX","suns","Phoenix","dj_strawberry","2007","2007","Y"
201202,"Joel","Anthony","Joel Anthony","Anthony, Joel","J. Anthony","1982-08-09T00:00:00","UNLV","Canada","UNLV/Canada","6-9","245",7,"50","Center","Active",1610612765,"Pistons","DET","pistons","Detroit","joel_anthony","2007","2014","Y"
201203,"Mustafa","Shakur","Mustafa Shakur","Shakur, Mustafa","M. Shakur","1984-08-18T00:00:00","Arizona","US","Arizona/US","",NA,0,"","","Inactive",0,"","","","","mustafa_shakur","2009","2013","Y"
201204,"Brandon","Wallace","Brandon Wallace","Wallace, Brandon","B. Wallace","1985-03-14T00:00:00","South Carolina",NA,"South Carolina/US","",NA,0,"","","Inactive",0,"","","","","brandon_wallace",NA,NA,"Y"
201207,"Coby","Karl","Coby Karl","Karl, Coby","C. Karl","1983-03-06T00:00:00","Boise State","USA","Boise State/USA","6-5","215",1,"22","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","coby_karl","2007","2009","Y"
201208,"Darryl","Watkins","Darryl Watkins","Watkins, Darryl","D. Watkins","1984-11-08T00:00:00","Syracuse","USA","Syracuse/USA","6-11","258",1,"31","Center","Active",1610612740,"Hornets","NOH","pelicans","New Orleans","darryl_watkins","2007","2011","Y"
201213,"Larry","Turner","Larry Turner","Turner, Larry","L. Turner","1982-12-29T00:00:00","Tennessee State",NA,"Tennessee State/US","",NA,0,"","","Inactive",0,"","","","","larry_turner",NA,NA,"Y"
201225,"Carlos","Powell","Carlos Powell","Powell, Carlos","C. Powell","1983-08-29T00:00:00","South Carolina",NA,"South Carolina/US","",NA,0,"","","Inactive",0,"","","","","carlos_powell",NA,NA,"Y"
201228,"CJ","Watson","CJ Watson","Watson, CJ","C. Watson","1984-04-17T00:00:00","Tennessee","USA","Tennessee/USA","6-2","175",7,"32","Guard","Active",1610612754,"Pacers","IND","pacers","Indiana","cj_watson","2007","2014","Y"
201229,"Anthony","Tolliver","Anthony Tolliver","Tolliver, Anthony","A. Tolliver","1985-06-01T00:00:00","Creighton","USA","Creighton/USA","6-8","240",6,"43","Forward","Active",1610612765,"Pistons","DET","pistons","Detroit","anthony_tolliver","2008","2014","Y"
201230,"Doug","Thomas","Doug Thomas","Thomas, Doug","D. Thomas","1983-09-20T00:00:00","Iowa",NA,"Iowa/US","",NA,0,"","","Inactive",0,"","","","","doug_thomas",NA,NA,"Y"
201232,"Jared","Newson","Jared Newson","Newson, Jared","J. Newson","1984-09-26T00:00:00","Tennessee-Martin",NA,"Tennessee-Martin/US","",NA,0,"","","Inactive",0,"","","","","jared_newson",NA,NA,"Y"
201233,"Roderick","Wilmont","Roderick Wilmont","Wilmont, Roderick","R. Wilmont","1983-07-28T00:00:00","Indiana",NA,"Indiana/US","",NA,0,"","","Inactive",0,"","","","","roderick_wilmont",NA,NA,"Y"
201234,"Trey","Johnson","Trey Johnson","Johnson, Trey","T. Johnson","1984-08-30T00:00:00","Jackson State","US","Jackson State/US","",NA,0,"","","Inactive",0,"","","","","trey_johnson","2008","2011","Y"
201235,"Courtney","Sims","Courtney Sims","Sims, Courtney","C. Sims","1983-10-21T00:00:00","Michigan","US","Michigan/US","",NA,0,"","","Inactive",0,"","","","","courtney_sims","2007","2008","Y"
201236,"Lukasz","Obrzut","Lukasz Obrzut","Obrzut, Lukasz","L. Obrzut","1982-08-31T00:00:00","Kentucky",NA,"Kentucky/US","",NA,0,"","","Inactive",0,"","","","","lukasz_obrzut",NA,NA,"Y"
201237,"Brent","Petway","Brent Petway","Petway, Brent","B. Petway","1985-05-14T00:00:00","Michigan",NA,"Michigan/US","",NA,0,"","","Inactive",0,"","","","","brent_petway",NA,NA,"Y"
201238,"Mario","West","Mario West","West, Mario","M. West","1984-06-19T00:00:00","Georgia Tech","US","Georgia Tech/US","6-5","210",3,"6","Guard","Active",1610612751,"Nets","NJN","nets","New Jersey","mario_west","2007","2010","Y"
201239,"Rashid","Byrd","Rashid Byrd","Byrd, Rashid","R. Byrd","1981-09-18T00:00:00","Eastern Oklahoma St. (J.C.)",NA,"Eastern Oklahoma St. (J.C.)/US","",NA,0,"","","Inactive",0,"","","","","rashid_byrd",NA,NA,"Y"
201240,"Brad","Stricker","Brad Stricker","Stricker, Brad","B. Stricker","1977-07-16T00:00:00","Georgia State",NA,"Georgia State/US","",NA,0,"","","Inactive",0,"","","","","brad_stricker",NA,NA,"Y"
201241,"Justin","Cage","Justin Cage","Cage, Justin","J. Cage","1985-06-26T00:00:00","Xavier (Ohio)",NA,"Xavier (Ohio)/US","",NA,0,"","","Inactive",0,"","","","","justin_cage",NA,NA,"Y"
201242,"Thomas","Gardner","Thomas Gardner","Gardner, Thomas","T. Gardner","1985-02-08T00:00:00","Missouri","US","Missouri/US","6-5","225",1,"3","Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","thomas_gardner","2007","2008","Y"
201247,"Donell","Williams","Donell Williams","Williams, Donell","D. Williams","1980-10-28T00:00:00","Fayetteville State",NA,"Fayetteville State/US","",NA,0,"","","Inactive",0,"","","","","donell_williams",NA,NA,"Y"
201248,"Anthony","Richardson","Anthony Richardson","Richardson, Anthony","A. Richardson","1983-07-29T00:00:00","Florida State",NA,"Florida State/US","",NA,0,"","","Inactive",0,"","","","","anthony_richardson",NA,NA,"Y"
201249,"Jamaal","Tatum","Jamaal Tatum","Tatum, Jamaal","J. Tatum","1984-09-09T00:00:00","Southern Illinois",NA,"Southern Illinois/US","",NA,0,"","","Inactive",0,"","","","","jamaal_tatum",NA,NA,"Y"
201250,"Shagari","Alleyne","Shagari Alleyne","Alleyne, Shagari","S. Alleyne","1984-01-14T00:00:00","Kentucky",NA,"Kentucky","",NA,0,"","","Inactive",0,"","","","","shagari_alleyne",NA,NA,"Y"
201254,"Serge","Angounou","Serge Angounou","Angounou, Serge","S. Angounou","1983-09-07T00:00:00","Arizona State",NA,"Arizona State","",NA,0,"","","Inactive",0,"","","","","serge_angounou",NA,NA,"Y"
201255,"Kris","Collins","Kris Collins","Collins, Kris","K. Collins","1983-06-13T00:00:00","New Mexico",NA,"New Mexico","",NA,0,"","","Inactive",0,"","","","","kris_collins",NA,NA,"Y"
201256,"Harry","Good","Harry Good","Good, Harry","H. Good","1981-07-25T00:00:00","Rutgers",NA,"Rutgers","",NA,0,"","","Inactive",0,"","","","","harry_good",NA,NA,"Y"
201257,"Elijah","Ingram","Elijah Ingram","Ingram, Elijah","E. Ingram","1984-02-06T00:00:00","New Mexico State",NA,"New Mexico State","",NA,0,"","","Inactive",0,"","","","","elijah_ingram",NA,NA,"Y"
201258,"Abdul","Mills","Abdul Mills","Mills, Abdul","A. Mills","1979-04-03T00:00:00","Nebraska-Omaha",NA,"Nebraska-Omaha","",NA,0,"","","Inactive",0,"","","","","abdul_mills",NA,NA,"Y"
201259,"James","Smith","James Smith","Smith, James","J. Smith","1983-10-11T00:00:00","Marist",NA,"Marist","",NA,0,"","","Inactive",0,"","","","","dl_james_smith",NA,NA,"Y"
201261,"Ejike","Ugboaja","Ejike Ugboaja","Ugboaja, Ejike","E. Ugboaja","1985-05-28T00:00:00","Nigeria",NA,"Nigeria","",NA,0,"","","Inactive",0,"","","","","ejike_ugboaja",NA,NA,"Y"
201263,"Ramon","Dyer","Ramon Dyer","Dyer, Ramon","R. Dyer","1984-06-18T00:00:00","Houston",NA,"Houston","",NA,0,"","","Inactive",0,"","","","","ramon_dyer",NA,NA,"Y"
201266,"Brian","Hamilton","Brian Hamilton","Hamilton, Brian","B. Hamilton","1982-05-14T00:00:00","Louisiana-Lafayette",NA,"Louisiana-Lafayette/US","",NA,0,"","","Inactive",0,"","","","","brian_hamilton",NA,NA,"Y"
201267,"John","Millsap","John Millsap","Millsap, John","J. Millsap","1982-10-19T00:00:00","University of Texas-San Antonio",NA,"University of Texas-San Antonio","",NA,0,"","","Inactive",0,"","","","","john_millsap",NA,NA,"Y"
201268,"Kevin","Kruger","Kevin Kruger","Kruger, Kevin","K. Kruger","1983-05-01T00:00:00","UNLV",NA,"UNLV","",NA,0,"","","Inactive",0,"","","","","dl_kevin_kruger",NA,NA,"Y"
201269,"Michael","Cuffee","Michael Cuffee","Cuffee, Michael","M. Cuffee","1983-07-12T00:00:00","Middle Tennessee",NA,"Middle Tennessee","",NA,0,"","","Inactive",0,"","","","","michael_cuffee",NA,NA,"Y"
201270,"Aleksandar","Ugrinoski","Aleksandar Ugrinoski","Ugrinoski, Aleksandar","A. Ugrinoski","1988-05-07T00:00:00","Croatia",NA,"Croatia","",NA,0,"","","Inactive",0,"","","","","aleksandar_ugrinoski",NA,NA,"Y"
201271,"Lamar","Rice","Lamar Rice","Rice, Lamar","L. Rice","1982-10-30T00:00:00","Georgetown College",NA,"Georgetown College","",NA,0,"","","Inactive",0,"","","","","lamar_rice",NA,NA,"Y"
201272,"Lodrick","Stewart","Lodrick Stewart","Stewart, Lodrick","L. Stewart","1985-04-30T00:00:00","USC",NA,"USC","",NA,0,"","","Inactive",0,"","","","","lodrick_stewart",NA,NA,"Y"
201273,"Isma'il","Muhammad","Isma'il Muhammad","Muhammad, Isma'il","I. Muhammad","1983-07-01T00:00:00","Georgia Tech",NA,"Georgia Tech","",NA,0,"","","Inactive",0,"","","","","isma'il_muhammad",NA,NA,"Y"
201274,"Ivan","Johnson","Ivan Johnson","Johnson, Ivan","I. Johnson","1984-04-10T00:00:00","Cal. St. San Bernardino","USA","Cal State San Bernardino/USA","6-8","255",1,"44","Forward","Active",1610612737,"Hawks","ATL","hawks","Atlanta","ivan_johnson","2011","2012","Y"
201276,"Anthony","Harris","Anthony Harris","Harris, Anthony","A. Harris","1985-02-03T00:00:00","Miami",NA,"Miami","",NA,0,"","","Inactive",0,"","","","","anthony_harris",NA,NA,"Y"
201277,"Derrick","Franklin","Derrick Franklin","Franklin, Derrick","D. Franklin","1981-07-05T00:00:00","No College",NA,"No College","",NA,0,"","","Inactive",0,"","","","","derrick_franklin",NA,NA,"N"
201281,"Andre","Ingram","Andre Ingram","Ingram, Andre","A. Ingram","1985-11-19T00:00:00","American University",NA,"American University","",NA,0,"","","Inactive",0,"","","","","andre_ingram",NA,NA,"Y"
201282,"Marquis","Webb","Marquis Webb","Webb, Marquis","M. Webb","1984-01-29T00:00:00","Rutgers",NA,"Rutgers","",NA,0,"","","Inactive",0,"","","","","marquis_webb",NA,NA,"Y"
201286,"Eric","Dawson","Eric Dawson","Dawson, Eric","E. Dawson","1984-07-07T00:00:00","Midwestern, Tex.","USA","Midwestern State/USA","",NA,0,"","","Inactive",0,"","","","","eric_dawson","2011","2011","Y"
201288,"Kenton","Paulino","Kenton Paulino","Paulino, Kenton","K. Paulino","1983-06-23T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","kenton_paulino",NA,NA,"Y"
201290,"Patrick","Fields","Patrick Fields","Fields, Patrick","P. Fields","1984-03-18T00:00:00","Baylor",NA,"Baylor","",NA,0,"","","Inactive",0,"","","","","patrick_fields",NA,NA,"Y"
201291,"Carldell","Johnson","Carldell Johnson","Johnson, Carldell","C. Johnson","1983-01-28T00:00:00","Alabama-Birmingham","USA","Alabama-Birmingham/USA","",NA,0,"","","Inactive",0,"","","","","carldell_johnson","2011","2011","Y"
201292,"Melvin","Council","Melvin Council","Council, Melvin","M. Council","1982-01-20T00:00:00","Robert Morris",NA,"Robert Morris","",NA,0,"","","Inactive",0,"","","","","melvin_council",NA,NA,"N"
201294,"Glen","McGowan","Glen McGowan","McGowan, Glen","G. McGowan","1981-03-23T00:00:00","Pepperdine",NA,"Pepperdine","",NA,0,"","","Inactive",0,"","","","","glen_mcgowan",NA,NA,"Y"
201295,"Ashanti","Cook","Ashanti Cook","Cook, Ashanti","A. Cook","1984-09-20T00:00:00","Georgetown",NA,"Georgetown","",NA,0,"","","Inactive",0,"","","","","ashanti_cook",NA,NA,"Y"
201296,"Dwight","Brewington","Dwight Brewington","Brewington, Dwight","D. Brewington","1984-03-17T00:00:00","Liberty",NA,"Liberty","",NA,0,"","","Inactive",0,"","","","","dwight_brewington",NA,NA,"Y"
201297,"Tim","Bush","Tim Bush","Bush, Tim","T. Bush","1983-12-19T00:00:00","Baylor",NA,"Baylor","",NA,0,"","","Inactive",0,"","","","","tim_bush",NA,NA,"Y"
201299,"Michael","Peeples","Michael Peeples","Peeples, Michael","M. Peeples","1985-09-08T00:00:00","Fairleigh Dickinson",NA,"Fairleigh Dickinson","",NA,0,"","","Inactive",0,"","","","","michael_peeples",NA,NA,"Y"
201303,"Dwight","Jones","Dwight Jones","Jones, Dwight","D. Jones","1984-03-08T00:00:00","Houston Baptist",NA,"Houston Baptist","",NA,0,"","","Inactive",0,"","","","","dwight_jones",NA,NA,"Y"
201304,"Jovan","Harris","Jovan Harris","Harris, Jovan","J. Harris","1981-02-20T00:00:00","San Francisco",NA,"San Francisco","",NA,0,"","","Inactive",0,"","","","","jovan_harris",NA,NA,"Y"
201305,"David","Bailey","David Bailey","Bailey, David","D. Bailey","1981-03-03T00:00:00","Loyola (IL)",NA,"Loyola (IL)","",NA,0,"","","Inactive",0,"","","","","david_bailey",NA,NA,"Y"
201308,"James","Peters","James Peters","Peters, James","J. Peters","1981-05-24T00:00:00","UNLV",NA,"UNLV","",NA,0,"","","Inactive",0,"","","","","james_peters",NA,NA,"Y"
201309,"Ben","Jacobson","Ben Jacobson","Jacobson, Ben","B. Jacobson","1983-09-16T00:00:00","Northern Iowa",NA,"Northern Iowa","",NA,0,"","","Inactive",0,"","","","","ben_jacobson",NA,NA,"N"
201310,"Brian","Wethers","Brian Wethers","Wethers, Brian","B. Wethers","1980-12-17T00:00:00","California",NA,"California","",NA,0,"","","Inactive",0,"","","","","brian_wethers",NA,NA,"Y"
201313,"O'Neal","Mims","O'Neal Mims","Mims, O'Neal","O. Mims","1983-06-28T00:00:00","Angelo State",NA,"Angelo State","",NA,0,"","","Inactive",0,"","","","","o'neal_mims",NA,NA,"Y"
201314,"Richard","Andrews","Richard Andrews","Andrews, Richard","R. Andrews","1980-08-13T00:00:00","Cal St.-Bakersfield",NA,"Cal St.-Bakersfield","",NA,0,"","","Inactive",0,"","","","","richard_andrews",NA,NA,"Y"
201315,"Nik","Caner-Medley","Nik Caner-Medley","Caner-Medley, Nik","N. Caner-Medley","1983-10-20T00:00:00","Maryland",NA,"Maryland","",NA,0,"","","Inactive",0,"","","","","dl_nik_caner-medley",NA,NA,"Y"
201317,"Carl","Elliott","Carl Elliott","Elliott, Carl","C. Elliott","1983-04-09T00:00:00","George Washington",NA,"George Washington","",NA,0,"","","Inactive",0,"","","","","carl_elliott",NA,NA,"Y"
201318,"Jason","Klotz","Jason Klotz","Klotz, Jason","J. Klotz","1981-10-16T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","jason_klotz",NA,NA,"Y"
201319,"Evan","Burns","Evan Burns","Burns, Evan","E. Burns","1984-04-10T00:00:00","San Diego State",NA,"San Diego State","",NA,0,"","","Inactive",0,"","","","","evan_burns",NA,NA,"Y"
201320,"Brian","Greene","Brian Greene","Greene, Brian","B. Greene","1981-08-30T00:00:00","Colorado State",NA,"Colorado State/US","",NA,0,"","","Inactive",0,"","","","","dl_brian_greene",NA,NA,"Y"
201321,"Chuck","Davis","Chuck Davis","Davis, Chuck","C. Davis","1983-08-02T00:00:00","Shippensburg, Pa.",NA,"Shippensburg, Pa.","",NA,0,"","","Inactive",0,"","","","","chuck_davis",NA,NA,"Y"
201324,"Julian","Sensley","Julian Sensley","Sensley, Julian","J. Sensley","1982-08-18T00:00:00","Hawaii",NA,"Hawaii","",NA,0,"","","Inactive",0,"","","","","julian_sensley",NA,NA,"Y"
201325,"Damien","Lolar","Damien Lolar","Lolar, Damien","D. Lolar","1984-01-11T00:00:00","West Texas A&M",NA,"West Texas A&M","",NA,0,"","","Inactive",0,"","","","","damien_lolar",NA,NA,"Y"
201328,"Lou","White","Lou White","White, Lou","L. White","1976-05-12T00:00:00","Vorhees",NA,"Vorhees","",NA,0,"","","Inactive",0,"","","","","lou_white",NA,NA,"Y"
201329,"Ronald","Allen","Ronald Allen","Allen, Ronald","R. Allen","1984-09-12T00:00:00","Cincinnati",NA,"Cincinnati","",NA,0,"","","Inactive",0,"","","","","ronald_allen",NA,NA,"Y"
201330,"Michael","Joiner","Michael Joiner","Joiner, Michael","M. Joiner","1981-10-28T00:00:00","Florida State",NA,"Florida State","",NA,0,"","","Inactive",0,"","","","","michael_joiner",NA,NA,"Y"
201332,"Freddy","Robinson","Freddy Robinson","Robinson, Freddy","F. Robinson","1983-12-07T00:00:00","Colorado State",NA,"Colorado State","",NA,0,"","","Inactive",0,"","","","","freddy_robinson",NA,NA,"Y"
201333,"David","Bell","David Bell","Bell, David","D. Bell","1981-06-20T00:00:00","Montana",NA,"Montana","",NA,0,"","","Inactive",0,"","","","","david_bell",NA,NA,"Y"
201334,"David","Palmer","David Palmer","Palmer, David","D. Palmer","1982-01-12T00:00:00","Southern Utah",NA,"Southern Utah","",NA,0,"","","Inactive",0,"","","","","david_palmer",NA,NA,"Y"
201335,"Kibwe","Trim","Kibwe Trim","Trim, Kibwe","K. Trim","1984-05-16T00:00:00","Sacred Heart",NA,"Sacred Heart","",NA,0,"","","Inactive",0,"","","","","kibwe_trim",NA,NA,"Y"
201336,"Blake","Ahearn","Blake Ahearn","Ahearn, Blake","B. Ahearn","1984-05-27T00:00:00","Missouri State","USA","Missouri State/USA","6-2","190",2,"2","Guard","Active",1610612762,"Jazz","UTA","jazz","Utah","blake_ahearn","2007","2011","Y"
201337,"Aristide","Sawadogo","Aristide Sawadogo","Sawadogo, Aristide","A. Sawadogo","1981-12-28T00:00:00","Clayton State",NA,"Clayton State","",NA,0,"","","Inactive",0,"","","","","aristide_sawadogo",NA,NA,"Y"
201339,"Will","Frisby","Will Frisby","Frisby, Will","W. Frisby","1981-06-09T00:00:00","Miami",NA,"Miami","",NA,0,"","","Inactive",0,"","","","","will_frisby",NA,NA,"Y"
201341,"Perrin","Johnson","Perrin Johnson","Johnson, Perrin","P. Johnson","1984-12-12T00:00:00","Louisville",NA,"Louisville","",NA,0,"","","Inactive",0,"","","","","perrin_johnson",NA,NA,"Y"
201343,"Earl","Calloway","Earl Calloway","Calloway, Earl","E. Calloway","1983-09-30T00:00:00","Indiana",NA,"Indiana","",NA,0,"","","Inactive",0,"","","","","earl_calloway",NA,NA,"Y"
201344,"Kenny","Taylor","Kenny Taylor","Taylor, Kenny","K. Taylor","1982-12-06T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","kenny_taylor",NA,NA,"Y"
201345,"Stanley","Asumnu","Stanley Asumnu","Asumnu, Stanley","S. Asumnu","1982-11-01T00:00:00","Tennessee",NA,"Tennessee","",NA,0,"","","Inactive",0,"","","","","stanley_asumnu",NA,NA,"Y"
201346,"Eric","Smith","Eric Smith","Smith, Eric","E. Smith","1983-05-13T00:00:00","Charleston (WV)",NA,"Charleston (WV)","",NA,0,"","","Inactive",0,"","","","","eric_smith",NA,NA,"Y"
201347,"Corey","Minnifield","Corey Minnifield","Minnifield, Corey","C. Minnifield","1981-12-01T00:00:00","Illinois-Chicago",NA,"Illinois-Chicago","",NA,0,"","","Inactive",0,"","","","","corey_minnifield",NA,NA,"Y"
201348,"Kevin","Bookout","Kevin Bookout","Bookout, Kevin","K. Bookout","1983-03-16T00:00:00","Oklahoma",NA,"Oklahoma","",NA,0,"","","Inactive",0,"","","","","kevin_bookout",NA,NA,"Y"
201351,"Ron","Howard","Ron Howard","Howard, Ron","R. Howard","1982-11-14T00:00:00","Valparaiso","USA","Valparaiso/USA","",NA,0,"","","Inactive",0,"","","","","ron_howard",NA,NA,"Y"
201352,"Nate","Gerwig","Nate Gerwig","Gerwig, Nate","N. Gerwig","1983-06-27T00:00:00","Kent State",NA,"Kent State","",NA,0,"","","Inactive",0,"","","","","nate_gerwig",NA,NA,"Y"
201354,"Anthony","Kyle","Anthony Kyle","Kyle, Anthony","A. Kyle","1982-04-17T00:00:00","Miles",NA,"Miles","",NA,0,"","","Inactive",0,"","","","","anthony_kyle",NA,NA,"Y"
201356,"Quin","Humphrey","Quin Humphrey","Humphrey, Quin","Q. Humphrey","1984-11-11T00:00:00","Youngstown State",NA,"Youngstown State","",NA,0,"","","Inactive",0,"","","","","quin_humphrey",NA,NA,"Y"
201358,"J.C.","Mathis","J.C. Mathis","Mathis, J.C.","J. Mathis","1982-09-23T00:00:00","Michigan",NA,"Michigan","",NA,0,"","","Inactive",0,"","","","","j.c._mathis",NA,NA,"Y"
201359,"Rob","Griffin","Rob Griffin","Griffin, Rob","R. Griffin","1978-03-14T00:00:00","Iowa",NA,"Iowa","",NA,0,"","","Inactive",0,"","","","","tmp_rob_griffin",NA,NA,"Y"
201360,"Jesse","Smith","Jesse Smith","Smith, Jesse","J. Smith","1982-08-11T00:00:00","Idaho State",NA,"Idaho State","",NA,0,"","","Inactive",0,"","","","","jesse_smith",NA,NA,"Y"
201362,"Roberto","Bergersen","Roberto Bergersen","Bergersen, Roberto","R. Bergersen","1976-01-06T00:00:00","Boise State",NA,"Boise State","",NA,0,"","","Inactive",0,"","","","","dl_roberto_bergersen",NA,NA,"Y"
201363,"Craig","Winder","Craig Winder","Winder, Craig","C. Winder","1984-04-14T00:00:00","Texas",NA,"Texas","",NA,0,"","","Inactive",0,"","","","","craig_winder",NA,NA,"Y"
201365,"Ernest","Scott","Ernest Scott","Scott, Ernest","E. Scott","1982-08-28T00:00:00","Valdosta State",NA,"Valdosta State","",NA,0,"","","Inactive",0,"","","","","ernest_scott",NA,NA,"Y"
201367,"Ricky","Woods","Ricky Woods","Woods, Ricky","R. Woods","1984-07-27T00:00:00","S.E. Louisiana",NA,"S.E. Louisiana","",NA,0,"","","Inactive",0,"","","","","ricky_woods",NA,NA,"N"
201369,"Jason","Ellis","Jason Ellis","Ellis, Jason","J. Ellis","1982-12-15T00:00:00","Boise State",NA,"Boise State","",NA,0,"","","Inactive",0,"","","","","jason_ellis",NA,NA,"Y"
201370,"Dwuan","Rice","Dwuan Rice","Rice, Dwuan","D. Rice","1984-04-17T00:00:00","Cal St.-Bakersfield",NA,"Cal St.-Bakersfield","",NA,0,"","","Inactive",0,"","","","","dwuan_rice",NA,NA,"Y"
201371,"Wendell","White","Wendell White","White, Wendell","W. White","1984-09-03T00:00:00","UNLV",NA,"UNLV","",NA,0,"","","Inactive",0,"","","","","wendell_white",NA,NA,"Y"
201373,"Errick","Craven","Errick Craven","Craven, Errick","E. Craven","1983-07-04T00:00:00","USC",NA,"USC","",NA,0,"","","Inactive",0,"","","","","errick_craven",NA,NA,"Y"
201375,"Derrick","Stevens","Derrick Stevens","Stevens, Derrick","D. Stevens","1980-04-29T00:00:00","Colorado State",NA,"Colorado State","",NA,0,"","","Inactive",0,"","","","","derrick_stevens",NA,NA,"Y"
201376,"Robert","Whaley","Robert Whaley","Whaley, Robert","R. Whaley","1982-04-16T00:00:00","Walsh (OH)",NA,"Walsh (OH)","",NA,0,"","","Inactive",0,"","","","","dl_robert_whaley",NA,NA,"Y"
201377,"Marcus","White","Marcus White","White, Marcus","M. White","1983-09-27T00:00:00","Purdue",NA,"Purdue","",NA,0,"","","Inactive",0,"","","","","marcus_white",NA,NA,"Y"
